날짜,교통량,풍속,강우량,북,동,남,서,미세먼지
20180419,0.939,0.321,0.0,0.8,0,0,0.2,0.2518519
20180420,0.964,0.06,0.0,0.26,0.74,0,0,0.2962963
20180421,0.929,0.302,0.0,0.87,0,0,0.13,0.4074074
20180422,0.758,0.147,0.107,0.36,0.64,0,0,0.2962963
20180423,0.784,0.325,0.408,0,0.27,0.73,0,0.1555556
20180424,0.938,0.204,0.021,0,0.2,0.8,0,0.0444444
20180425,0.955,0.418,0.0,0.84,0,0,0.16,0.037037
20180426,0.967,0.318,0.0,0.89,0,0,0.11,0.1777778
20180427,0.979,0.267,0.0,0.84,0,0,0.16,0.2222222
20180428,0.824,0.28,0.0,0.84,0,0,0.16,0.2962963
20180429,0.819,0.358,0.0,0.89,0,0,0.11,0.2814815
20180430,0.954,0.29,0.0,0.79,0,0,0.21,0.237037
20180501,0.872,0.213,0.0,0.82,0,0,0.18,0.4148148
20180502,0.88,0.417,0.083,0.89,0,0,0.11,0.3407407
20180503,0.912,0.35,0.007,0.83,0,0,0.17,0.2592593
20180504,0.949,0.405,0.0,0.91,0,0,0.09,0.1037037
20180505,0.891,0.429,0.0,0,0,0.16,0.84,0.1259259
20180506,0.789,0.114,0.152,0.49,0.51,0,0,0.1407407
20180507,0.851,0.227,0.0,0.87,0,0,0.13,0.0666667
20180508,0.96,0.264,0.0,0,0.04,0.96,0,0.1407407
20180509,0.949,0.294,0.0,0.87,0,0,0.13,0.0518519
20180510,0.956,0.377,0.0,0.91,0,0,0.09,0.0592593
20180511,0.979,0.26,0.0,0.93,0,0,0.07,0.1777778
20180512,0.844,0.1,0.221,0.58,0.42,0,0,0.2888889
20180513,0.799,0.31,0.003,0.86,0,0,0.14,0.1481481
20180514,0.919,0.258,0.0,0.93,0,0,0.07,0.1259259
20180515,0.941,0.111,0.0,0.71,0,0,0.29,0.4074074
20180516,0.764,0.284,0.311,0,0,0,1,0.3851852
20180517,0.778,0.264,0.574,0.82,0,0,0.18,0.1703704
20180518,0.904,0.203,0.045,0.36,0.64,0,0,0.0666667
20180519,0.9,0.233,0.0,0.38,0.62,0,0,0.037037
20180520,0.796,0.183,0.0,0.42,0.58,0,0,0.0296296
20180521,0.904,0.208,0.0,0,0.42,0.58,0,0.037037
20180522,0.793,0.171,0.087,0.82,0,0,0.18,0.0740741
20180523,0.898,0.307,0.045,0.53,0,0,0.47,0.1703704
20180524,0.924,0.155,0.0,0.29,0.71,0,0,0.0814815
20180525,0.968,0.321,0.0,0.84,0,0,0.16,0.1851852
20180526,0.909,0.248,0.0,0.91,0,0,0.09,0.2518519
20180527,0.784,0.291,0.0,0.91,0,0,0.09,0.2814815
20180528,0.894,0.348,0.0,0.89,0,0,0.11,0.2074074
20180529,0.879,0.338,0.007,0.82,0,0,0.18,0.1925926
20180531,0.914,0.335,0.0,0.79,0,0,0.21,0.1925926
20180601,0.94,0.332,0.0,0.89,0,0,0.11,0.1777778
20180602,0.898,0.282,0.0,0.84,0,0,0.16,0.1703704
20180603,0.715,0.32,0.0,0.84,0,0,0.16,0.1703704
20180604,0.895,0.267,0.0,0.87,0,0,0.13,0.1555556
20180605,0.939,0.24,0.0,0.49,0,0,0.51,0.1925926
20180606,0.807,0.345,0.0,0.98,0,0,0.02,0.2296296
20180607,0.91,0.278,0.0,0.98,0,0,0.02,0.2592593
20180608,0.961,0.321,0.0,0.87,0,0,0.13,0.2444444
20180609,0.901,0.17,0.003,0.38,0.62,0,0,0.1703704
20180610,0.759,0.191,0.003,0.99,0.01,0,0,0.1851852
20180611,0.904,0.21,0.035,0.83,0,0,0.17,0.037037
20180612,0.941,0.334,0.0,0.82,0,0,0.18,0.037037
20180613,0.826,0.227,0.0,0.74,0,0,0.26,0.0592593
20180614,0.909,0.154,0.201,0,0.16,0.84,0,0.1407407
20180615,0.952,0.213,0.114,0,0.02,0.98,0,0.1555556
20180616,0.893,0.201,0.0,0.82,0,0,0.18,0.0518519
20180617,0.774,0.203,0.0,0.89,0,0,0.11,0.0888889
20180618,0.877,0.34,0.0,0.91,0,0,0.09,0.2592593
20180619,0.926,0.218,0.0,0.87,0,0,0.13,0.2222222
20180620,0.929,0.35,0.0,0.89,0,0,0.11,0.2074074
20180621,0.915,0.307,0.0,0.87,0,0,0.13,0.2222222
20180622,0.893,0.285,0.0,0.89,0,0,0.11,0.1851852
20180623,0.889,0.359,0.0,0.96,0,0,0.04,0.2
20180624,0.752,0.277,0.0,0.82,0,0,0.18,0.1777778
20180625,0.887,0.171,0.0,0.78,0,0,0.22,0.2814815
20180626,0.832,0.441,0.495,0,0,0.62,0.38,0.2740741
20180627,0.891,0.318,0.007,0,0,0.29,0.71,0.2592593
20180628,0.906,0.204,0.183,0,0,0.13,0.87,0.1481481
20180629,0.923,0.251,0.045,0.84,0,0,0.16,0.1111111
20180630,0.829,0.098,0.1,0.31,0.69,0,0,0.2
20180701,0.652,0.106,0.578,0,0.07,0.93,0,0.2592593
20180702,0.808,0.101,0.412,0.47,0.53,0,0,0.0444444
20180703,0.89,0.144,0.003,0.37,0.63,0,0,0.0444444
20180704,0.907,0.328,0.0,0.98,0,0,0.02,0.0592593
20180705,0.883,0.157,0.003,0.43,0.57,0,0,0.0962963
20180706,0.929,0.271,0.0,0,0.02,0.98,0,0.1037037
20180707,0.887,0.218,0.0,0.84,0.16,0,0,0.0222222
20180708,0.767,0.183,0.0,0,0.4,0.6,0,0.0296296
20180709,0.829,0.173,0.097,0,0.2,0.8,0,0.0444444
20180710,0.879,0.141,0.114,0.42,0.58,0,0,0.037037
20180711,0.91,0.106,0.021,0.36,0.64,0,0,0.0888889
20180712,0.92,0.241,0.007,0.8,0,0,0.2,0.1333333
20180713,0.952,0.23,0.0,0.84,0,0,0.16,0.1111111
20180714,0.907,0.272,0.0,0.82,0,0,0.18,0.0962963
20180715,0.786,0.304,0.0,0.89,0,0,0.11,0.0962963
20180716,0.891,0.271,0.0,0.73,0,0,0.27,0.1185185
20180717,0.906,0.274,0.0,0.81,0,0,0.19,0.1259259
20180718,0.915,0.277,0.0,0.82,0,0,0.18,0.162963
20180719,0.919,0.288,0.0,0.8,0,0,0.2,0.1925926
20180720,0.921,0.298,0.0,0.82,0,0,0.18,0.1555556
20180721,0.882,0.218,0.0,0.76,0,0,0.24,0.1777778
20180722,0.769,0.287,0.0,0.87,0,0,0.13,0.1925926
20180723,0.889,0.25,0.0,0.98,0,0,0.02,0.1481481
20180724,0.911,0.348,0.0,0.91,0,0,0.09,0.1481481
20180725,0.92,0.271,0.0,0.82,0,0,0.18,0.2074074
20180726,0.906,0.291,0.0,0.89,0,0,0.11,0.1555556
20180727,0.953,0.332,0.0,0.87,0,0,0.13,0.2
20180728,0.878,0.214,0.052,0,0,0.99,0.01,0.2444444
20180729,0.76,0.23,0.0,0.36,0.64,0,0,0.2
20180730,0.894,0.197,0.0,0.53,0.47,0,0,0.0888889
20180731,0.941,0.163,0.0,0,0.24,0.76,0,0.0444444
20180801,0.927,0.297,0.0,0.84,0,0,0.16,0.0740741
20180802,0.913,0.281,0.0,0.93,0,0,0.07,0.1481481
20180803,0.93,0.367,0.0,0.87,0,0,0.13,0.2
20180804,0.691,0.345,0.0,0.91,0,0,0.09,0.237037
20180805,0.757,0.422,0.014,0.88,0,0,0.12,0.1333333
20180806,0.876,0.252,0.048,0.89,0,0,0.11,0.1259259
20180807,0.9,0.341,0.0,0.91,0,0,0.09,0.1481481
20180808,0.899,0.368,0.0,0.91,0,0,0.09,0.0888889
20180809,0.903,0.261,0.014,0.92,0,0,0.08,0.1259259
20180810,0.936,0.141,0.0,0.33,0.67,0,0,0.1259259
20180811,0.878,0.23,0.0,0,0.58,0.42,0,0.0666667
20180812,0.764,0.26,0.035,0,0.4,0.6,0,0.0444444
20180813,0.89,0.106,0.007,0.31,0.69,0,0,0.0740741
20180814,0.941,0.047,0.0,0.22,0.78,0,0,0.162963
20180815,0.824,0.118,0.007,0.56,0.44,0,0,0.1259259
20180816,0.895,0.2,0.0,0.4,0.6,0,0,0.1407407
20180817,0.924,0.284,0.0,0,0.24,0.76,0,0.0592593
20180818,0.9,0.211,0.0,0.12,0,0,0.88,0.037037
20180819,0.771,0.123,0.0,0.47,0.53,0,0,0.0518519
20180820,0.897,0.407,0.0,0,0,0.07,0.93,0.0962963
20180821,0.889,0.468,0.035,0,0,0.11,0.89,0.1555556
20180822,0.909,0.146,0.0,0.49,0.51,0,0,0.0888889
20180823,0.862,0.29,0.021,0.73,0.27,0,0,0.1037037
20180824,0.834,0.312,0.052,0.91,0,0,0.09,0.0444444
20180825,0.896,0.418,0.0,0,0,0.13,0.87,0.0296296
20180826,0.785,0.107,0.014,0.42,0.58,0,0,0.0888889
20180827,0.857,0.131,0.135,0.69,0.31,0,0,0.0740741
20180828,0.869,0.074,0.668,0.58,0.42,0,0,0.037037
20180829,0.853,0.444,0.291,0,0,0.2,0.8,0.037037
20180830,0.877,0.254,0.066,0.89,0,0,0.11,0.0518519
20180831,0.921,0.284,0.0,0.87,0,0,0.13,0.1259259
20180901,0.86,0.113,0.0,0.29,0.71,0,0,0.1037037
20180902,0.763,0.243,0.0,0,0.38,0.62,0,0.0666667
20180903,0.831,0.136,0.239,0,0.18,0.82,0,0.0444444
20180905,0.907,0.464,0.0,0.96,0,0,0.04,0.0592593
20180906,0.919,0.438,0.007,0,0,0.21,0.79,0.0740741
20180907,0.933,0.371,0.003,0.62,0,0,0.38,0.1333333
20180908,0.904,0.307,0.0,0.61,0,0,0.39,0.0888889
20180909,0.784,0.167,0.0,0.61,0.39,0,0,0.0740741
20180910,0.902,0.251,0.0,0.8,0.2,0,0,0.0740741
20180911,0.93,0.223,0.0,0.84,0.16,0,0,0.037037
20180912,0.923,0.214,0.0,0.6,0.4,0,0,0.037037
20180913,0.916,0.183,0.0,0.64,0.36,0,0,0.0518519
20180914,0.919,0.193,0.003,0.76,0.24,0,0,0.0666667
20180915,0.863,0.154,0.0,0.84,0.16,0,0,0.0666667
20180916,0.764,0.262,0.014,0.96,0,0,0.04,0.0518519
20180917,0.887,0.264,0.0,0.87,0,0,0.13,0.1851852
20180918,0.916,0.277,0.0,0.91,0,0,0.09,0.1111111
20180919,0.933,0.049,0.0,0.22,0.78,0,0,0.1259259
20180920,0.856,0.251,0.035,0.8,0.2,0,0,0.1407407
20180921,0.888,0.231,0.125,0.89,0.11,0,0,0.0666667
20180922,0.847,0.292,0.045,0.87,0,0,0.13,0.0296296
20180923,0.726,0.347,0.0,0.84,0,0,0.16,0.0814815
20180924,0.777,0.305,0.0,0.82,0,0,0.18,0.0740741
20180925,0.693,0.13,0.0,0.37,0.63,0,0,0.0444444
20180926,0.703,0.227,0.0,0.78,0.22,0,0,0.0518519
20180927,0.869,0.171,0.0,0.53,0.47,0,0,0.0296296
20180928,0.88,0.187,0.0,0.8,0.2,0,0,0.0296296
20180929,0.867,0.124,0.0,0.67,0.33,0,0,0.0444444
20180930,0.736,0.504,0.0,0.9,0,0,0.1,0.0592593
20181001,0.846,0.448,0.0,0.87,0,0,0.13,0.0740741
20181002,0.917,0.28,0.0,0.84,0,0,0.16,0.0592593
20181003,0.807,0.121,0.0,0.36,0.64,0,0,0.0962963
20181004,0.899,0.158,0.0,0.51,0.49,0,0,0.1111111
20181005,0.883,0.201,0.253,0.87,0.13,0,0,0.0814815
20181006,0.835,0.35,0.384,0.92,0.08,0,0,0.037037
20181007,0.785,0.198,0.0,0.76,0,0,0.24,0.0222222
20181008,0.901,0.185,0.0,0.78,0,0,0.22,0.0740741
20181009,0.802,0.164,0.0,0,0.28,0.72,0,0.0592593
20181010,0.893,0.378,0.048,0.91,0,0,0.09,0.0814815
20181011,0.921,0.255,0.0,0.64,0,0,0.36,0.0740741
20181012,0.925,0.164,0.0,0.84,0,0,0.16,0.0518519
20181013,0.895,0.123,0.0,0.38,0.62,0,0,0.0888889
20181014,0.786,0.141,0.0,0.38,0.62,0,0,0.1555556
20181015,0.873,0.217,0.0,0.69,0,0,0.31,0.162963
20181016,0.88,0.207,0.0,0.84,0,0,0.16,0.2740741
20181017,0.9,0.217,0.0,0.74,0,0,0.26,0.1925926
20181018,0.878,0.108,0.0,0.31,0.69,0,0,0.1185185
20181019,0.915,0.22,0.0,0.82,0,0,0.18,0.0518519
20181020,0.883,0.144,0.0,0.38,0.62,0,0,0.0666667
20181021,0.796,0.054,0.0,0.24,0.76,0,0,0.1481481
20181022,0.841,0.098,0.0,0.37,0.63,0,0,0.162963
20181023,0.89,0.116,0.035,0.39,0.61,0,0,0.2444444
20181024,0.902,0.218,0.0,0.76,0,0,0.24,0.2222222
20181025,0.879,0.153,0.0,0.36,0.64,0,0,0.1333333
20181026,0.92,0.325,0.076,0.89,0,0,0.11,0.1407407
20181027,0.924,0.431,0.0,0.87,0,0,0.13,0.1407407
20181028,0.783,0.254,0.038,0.71,0,0,0.29,0.0444444
20181029,0.838,0.334,0.0,0.56,0,0,0.44,0.0592593
20181030,0.901,0.271,0.0,0.88,0,0,0.12,0.0518519
20181031,0.909,0.254,0.0,0.64,0,0,0.36,0.0740741
20181101,0.913,0.194,0.0,0.76,0,0,0.24,0.0888889
20181102,0.897,0.121,0.0,0.33,0.67,0,0,0.1407407
20181103,0.862,0.144,0.0,0.31,0.69,0,0,0.1925926
20181104,0.756,0.064,0.0,0.24,0.76,0,0,0.2592593
20181105,0.844,0.224,0.0,0.87,0,0,0.13,0.2222222
20181106,0.856,0.151,0.0,0.96,0,0,0.04,0.2888889
20181107,0.869,0.168,0.014,0.82,0.18,0,0,0.5259259
20181108,0.851,0.26,0.443,0.89,0.11,0,0,0.3333333
20181109,0.829,0.425,0.007,0.93,0,0,0.07,0.037037
20181110,0.757,0.252,0.0,0.89,0,0,0.11,0.1777778
20181111,0.674,0.155,0.0,0.37,0.63,0,0,0.3407407
20181112,0.852,0.181,0.0,0.67,0,0,0.33,0.3037037
20181113,0.886,0.174,0.0,0.76,0,0,0.24,0.1259259
20181114,0.876,0.208,0.0,0.58,0,0,0.42,0.1777778
20181115,0.882,0.121,0.0,0.31,0.69,0,0,0.162963
20181116,0.914,0.111,0.0,0.3,0.7,0,0,0.2444444
20181117,0.911,0.2,0.0,0.73,0,0,0.27,0.2888889
20181118,0.811,0.04,0.0,0.18,0.82,0,0,0.1259259
20181119,0.906,0.06,0.0,0.22,0.78,0,0,0.162963
20181120,0.919,0.148,0.0,0.31,0.69,0,0,0.2296296
20181121,0.924,0.214,0.007,0.16,0,0,0.84,0.1333333
20181122,0.945,0.385,0.0,0.84,0,0,0.16,0.1259259
20181123,0.955,0.204,0.0,0.51,0,0,0.49,0.0666667
20181124,0.809,0.267,0.083,0.91,0.09,0,0,0.0814815
20181125,0.787,0.14,0.0,0.36,0.64,0,0,0.1111111
20181126,0.896,0.165,0.0,0.4,0.6,0,0,0.2518519
20181127,0.912,0.12,0.0,0.28,0.72,0,0,0.3111111
20181128,0.925,0.191,0.0,0.71,0,0,0.29,0.3851852
20181129,0.927,0.157,0.0,0.42,0.58,0,0,0.1555556
20181130,0.944,0.274,0.0,0.87,0,0,0.13,0.1555556
20181201,0.891,0.14,0.0,0.38,0.62,0,0,0.162963
20181202,0.771,0.204,0.0,0.94,0.06,0,0,0.1703704
20181203,0.871,0.188,0.066,0,0.02,0.98,0,0.1777778
20181204,0.947,0.35,0.035,0.89,0,0,0.11,0.162963
20181205,0.956,0.291,0.0,0.87,0,0,0.13,0.1185185
20181206,0.977,0.374,0.0,0.87,0,0,0.13,0.0814815
20181207,1.0,0.586,0.0,0.58,0,0,0.42,0.1259259
20181208,0.935,0.359,0.0,0.53,0,0,0.47,0.0592593
20181209,0.796,0.267,0.0,0.93,0,0,0.07,0.0592593
20181210,0.941,0.151,0.0,0.51,0.49,0,0,0.0740741
20181211,0.942,0.14,0.0,0.36,0.64,0,0,0.1333333
20181212,0.956,0.334,0.0,0.93,0,0,0.07,0.1703704
20181213,0.906,0.589,0.003,0.49,0,0,0.51,0.162963
20181214,0.906,0.235,0.0,0.84,0,0,0.16,0.1703704
20181217,0.833,0.074,0.0,0.21,0.79,0,0,0.2962963
20181218,0.93,0.26,0.0,0.96,0,0,0.04,0.3555556
20181219,0.935,0.197,0.0,0.76,0,0,0.24,0.1925926
20181220,0.929,0.07,0.0,0.2,0.8,0,0,0.2296296
20181221,0.98,0.141,0.0,0.36,0.64,0,0,0.2740741
20181222,0.949,0.25,0.0,0.9,0,0,0.1,0.3703704
20181223,0.818,0.391,0.0,0.89,0,0,0.11,0.4666667
20181224,0.949,0.288,0.0,0.92,0,0,0.08,0.2074074
20181225,0.801,0.163,0.0,0.42,0.58,0,0,0.0888889
20181226,0.963,0.447,0.0,0.6,0,0,0.4,0.162963
20181227,0.958,0.536,0.0,0.62,0,0,0.38,0.1851852
20181228,0.963,0.431,0.0,0.93,0,0,0.07,0.0592593
20181229,0.88,0.454,0.0,0.68,0,0,0.32,0.0962963
20181230,0.758,0.134,0.0,0.82,0,0,0.18,0.0666667
20181231,0.903,0.077,0.0,0.13,0.87,0,0,0.1259259
20190101,0.649,0.328,0.0,0.98,0,0,0.02,0.2148148
20190102,0.856,0.225,0.0,0.84,0,0,0.16,0.1851852
20190103,0.897,0.203,0.0,0.87,0,0,0.13,0.162963
20190104,0.924,0.083,0.0,0.24,0.76,0,0,0.1777778
20190105,0.815,0.365,0.0,0.58,0,0,0.42,0.3111111
20190106,0.658,0.218,0.0,0.87,0,0,0.13,0.2962963
20190107,0.857,0.215,0.0,0.79,0,0,0.21,0.1703704
20190108,0.915,0.382,0.0,0.89,0,0,0.11,0.2740741
20190109,0.908,0.21,0.0,0.92,0,0,0.08,0.1333333
20190110,0.918,0.235,0.0,0.86,0,0,0.14,0.162963
20190111,0.923,0.121,0.0,0.33,0.67,0,0,0.2518519
20190112,0.866,0.243,0.0,0.87,0,0,0.13,0.4222222
20190113,0.733,0.252,0.0,0.92,0,0,0.08,0.5111111
20190114,0.871,0.178,0.0,0.93,0,0,0.07,0.6148148
20190115,0.908,0.368,0.0,0.91,0,0,0.09,0.9555556
20190116,0.913,0.328,0.0,0.84,0,0,0.16,0.6
20190117,0.919,0.295,0.0,0.76,0,0,0.24,0.1259259
20190118,0.942,0.183,0.0,0.84,0,0,0.16,0.162963
20190119,0.881,0.164,0.0,0.42,0.58,0,0,0.2888889
20190120,0.771,0.448,0.0,0.84,0,0,0.16,0.4962963
20190121,0.898,0.234,0.0,0.87,0,0,0.13,0.2444444
20190122,0.929,0.245,0.0,0,0,0.96,0.04,0.1555556
20190123,0.931,0.205,0.0,0,0,0.98,0.02,0.2444444
20190124,0.939,0.271,0.0,0.87,0,0,0.13,0.3259259
20190125,0.962,0.297,0.0,0.81,0,0,0.19,0.1555556
20190126,0.888,0.401,0.0,0.68,0,0,0.32,0.1555556
20190127,0.744,0.301,0.0,0.84,0,0,0.16,0.1481481
20190128,0.9,0.496,0.0,0.58,0,0,0.42,0.1481481
20190129,0.934,0.244,0.0,0.84,0,0,0.16,0.1777778
20190130,0.95,0.245,0.0,0.92,0,0,0.08,0.1703704
20190131,0.96,0.409,0.0,0.84,0,0,0.16,0.2444444
20190201,0.927,0.261,0.0,0.82,0,0,0.18,0.1555556
20190202,0.797,0.154,0.0,0.6,0.4,0,0,0.1333333
20190203,0.643,0.223,0.111,0.87,0.13,0,0,0.2666667
20190204,0.627,0.347,0.0,0.91,0,0,0.09,0.2222222
20190205,0.77,0.128,0.0,0.67,0.33,0,0,0.2666667
20190206,0.646,0.144,0.0,0.47,0.53,0,0,0.2074074
20190207,0.857,0.566,0.003,0.93,0,0,0.07,0.2592593
20190208,0.911,0.381,0.0,0.92,0,0,0.08,0.237037
20190209,0.838,0.405,0.0,0.51,0,0,0.49,0.1259259
20190210,0.707,0.277,0.0,0.8,0,0,0.2,0.1259259
20190211,0.889,0.302,0.0,0.87,0,0,0.13,0.1703704
20190212,0.764,0.292,0.0,0.58,0,0,0.42,0.1703704
20190213,0.916,0.372,0.0,0.58,0,0,0.42,0.2814815
20190214,0.922,0.235,0.0,0.99,0,0,0.01,0.1481481
20190215,0.845,0.215,0.0,0.91,0,0,0.09,0.2
20190216,0.837,0.341,0.0,0.62,0,0,0.38,0.2074074
20190217,0.729,0.24,0.0,0.82,0,0,0.18,0.3555556
20190218,0.87,0.197,0.0,0.81,0,0,0.19,0.1851852
20190219,0.777,0.243,0.021,0.92,0,0,0.08,0.2
20190221,0.893,0.243,0.0,0.89,0,0,0.11,0.3777778
20190223,0.868,0.153,0.0,0.31,0.69,0,0,0.4074074
20190224,0.749,0.123,0.0,0.29,0.71,0,0,0.2888889
20190225,0.877,0.358,0.0,0.96,0,0,0.04,0.3777778
20190226,0.88,0.251,0.0,0.87,0,0,0.13,0.437037
20190227,0.887,0.292,0.0,0.87,0,0,0.13,0.2074074
20190228,0.908,0.304,0.0,0.89,0,0,0.11,0.3333333
20190302,0.763,0.151,0.0,0.69,0,0,0.31,0.6222222
20190303,0.675,0.077,0.0,0.24,0.76,0,0,0.6296296
20190304,0.832,0.281,0.0,0.89,0,0,0.11,0.5703704
20190305,0.856,0.287,0.0,0.91,0,0,0.09,0.8666667
20190306,0.871,0.265,0.0,0.88,0,0,0.12,1
20190308,0.925,0.32,0.0,0.96,0,0,0.04,0.2888889
20190309,0.872,0.19,0.0,0.82,0,0,0.18,0.1925926
20190310,0.731,0.14,0.0,0.73,0.27,0,0,0.2148148
20190311,0.88,0.375,0.0,0.84,0,0,0.16,0.2518519
20190312,0.895,0.465,0.0,0.93,0,0,0.07,0.3407407
20190313,0.907,0.447,0.0,0.87,0,0,0.13,0.362963
20190314,0.915,0.295,0.0,0,0,0.2,0.8,0.0814815
20190315,0.908,0.225,0.024,0.82,0,0,0.18,0.1481481
20190316,0.855,0.315,0.0,0.76,0,0,0.24,0.237037
20190317,0.732,0.241,0.0,0.84,0,0,0.16,0.2074074
20190318,0.88,0.18,0.0,0.78,0,0,0.22,0.1703704
20190319,0.893,0.111,0.0,0.3,0.7,0,0,0.1703704
20190320,0.876,0.188,0.114,0.87,0.13,0,0,0.3111111
20190321,0.891,0.518,0.023,0.96,0,0,0.04,0.5037037
20190322,0.922,0.417,0.0,0.48,0,0,0.52,0.1925926
20190323,0.857,0.3,0.012,0.82,0,0,0.18,0.1407407
20190324,0.749,0.301,0.0,0.91,0,0,0.09,0.1111111
20190325,0.879,0.345,0.0,0,0,0.36,0.64,0.0962963
20190326,0.89,0.285,0.0,0.9,0,0,0.1,0.2074074
20190327,0.884,0.405,0.0,0,0,0.67,0.33,0.2518519
20190328,0.903,0.389,0.0,0.89,0,0,0.11,0.4444444
20190329,0.846,0.388,0.0,0.87,0,0,0.13,0.362963
20190330,0.853,0.598,0.012,0.89,0,0,0.11,0.1407407
20190331,0.737,0.471,0.0,0.88,0,0,0.12,0.1777778
20190401,0.889,0.277,0.0,0.73,0,0,0.27,0.1925926
20190402,0.894,0.331,0.0,0.84,0,0,0.16,0.0888889
20190403,0.896,0.392,0.0,0.96,0,0,0.04,0.1259259
20190404,0.898,0.379,0.0,0,0,0.87,0.13,0.162963
20190405,0.919,0.429,0.0,0.91,0,0,0.09,0.1481481
20190406,0.862,0.167,0.006,0.4,0.6,0,0,0.1777778
20190407,0.764,0.35,0.0,0.66,0,0,0.34,0.1407407
20190408,0.899,0.402,0.0,0.62,0,0,0.38,0.1185185
20190409,0.917,0.331,0.12,0.81,0.19,0,0,0.0888889
20190410,0.911,0.288,0.039,0.31,0,0,0.69,0.0740741
20190411,0.932,0.307,0.0,0.87,0,0,0.13,0.037037
20190412,0.951,0.26,0.0,0.82,0,0,0.18,0.1259259
20190413,0.906,0.337,0.0,0.89,0,0,0.11,0.2296296
20190414,0.743,0.371,0.012,0.84,0,0,0.16,0.2222222
20190415,0.921,0.267,0.0,0.89,0,0,0.11,0.1555556
20190416,0.937,0.14,0.0,0.33,0.67,0,0,0.1259259
20190417,0.939,0.268,0.0,0.84,0,0,0.16,0.162963
20190418,0.932,0.277,0.0,0.82,0,0,0.18,0.1481481
20190419,0.955,0.213,0.0,0.62,0.38,0,0,0.1777778
20190420,0.892,0.32,0.008,0.9,0,0,0.1,0.162963
20190421,0.769,0.308,0.002,0.89,0,0,0.11,0.1851852
20190422,0.901,0.243,0.0,0.9,0,0,0.1,0.1851852
20190423,0.913,0.22,0.0,0.89,0,0,0.11,0.3037037
20190424,0.911,0.389,0.028,0.91,0,0,0.09,0.3259259
20190425,0.905,0.295,0.078,0.87,0.13,0,0,0.2962963
20190426,0.914,0.234,0.034,0.44,0.56,0,0,0.1333333
20190427,0.876,0.322,0.0,0.84,0,0,0.16,0.0444444
20190428,0.75,0.305,0.0,0.91,0,0,0.09,0.0740741
20190429,0.893,0.124,0.0,0.31,0.69,0,0,0.0962963
20190430,0.923,0.078,0.0,0.27,0.73,0,0,0.1185185
20190501,0.82,0.344,0.0,0.87,0,0,0.13,0.1555556
20190502,0.918,0.335,0.0,0.91,0,0,0.09,0.2
20190503,0.937,0.307,0.0,0.87,0,0,0.13,0.1111111
20190504,0.877,0.291,0.0,0.89,0,0,0.11,0.237037
20190505,0.766,0.434,0.0,0.84,0,0,0.16,0.4296296
20190506,0.777,0.551,0.0,0.36,0,0,0.64,0.3037037
20190507,0.898,0.32,0.0,0.84,0,0,0.16,0.0740741
