날짜,북,동,남,서,강수량,풍속
2016-05-17,0,0,0.84,0.16,0,2.11
2016-05-18,0.91,0,0,0.09,0,2.37
2016-05-19,0.31,0.69,0,0,0,1.44
2016-05-20,0.62,0.38,0,0,0,2.29
2016-05-21,0.64,0.36,0,0,0,2.34
2016-05-22,0.47,0.53,0,0,0,1.59
2016-05-23,0.82,0,0,0.18,0,2.53
2016-05-24,0,0,0.42,0.58,38.5,3.06
2016-05-25,0,0,0.36,0.64,0,3.13
2016-05-26,0,0,0.98,0.02,0,1.76
2016-05-27,0,0,0.97,0.03,0,2.64
2016-05-28,0,0,0.89,0.11,0,2.63
2016-05-29,0,0,0.91,0.09,0,2.85
2016-05-30,0,0,0.93,0.07,0,2.33
2016-05-31,0,0,0.89,0.11,0,2.35
2016-06-01,0.62,0.38,0,0,0,2.86
2016-06-02,0.61,0.39,0,0,0,1.8
2016-06-03,0,0,0.98,0.02,0,2.41
2016-06-04,0,0,0,1,0,2.12
2016-06-05,0.56,0.44,0,0,0,1.47
2016-06-06,0,0.38,0.62,0,0,2.57
2016-06-07,0,0,0,1,0,2.76
2016-06-08,0,0,0.92,0.08,0,2.34
2016-06-09,0,0,0.87,0.13,0,2.84
2016-06-10,0,0,0.88,0.12,0,2.26
2016-06-11,0,0,0.96,0.04,3,1.82
2016-06-12,0,0,0.91,0.09,1.5,2.38
2016-06-13,0,0,0.93,0.07,0,2.53
2016-06-14,0.87,0,0,0.13,0,2.92
2016-06-15,0,0,0.84,0.16,15.5,2.72
2016-06-16,0,0,0.92,0.08,0,2.69
2016-06-17,0,0,0.23,0.77,0,2.81
2016-06-18,0,0,0.93,0.07,0,2.82
2016-06-19,0,0,0.98,0.02,0,2.36
2016-06-20,0,0,0.98,0.02,0,2.08
2016-06-21,0.6,0.4,0,0,0,1.33
2016-06-22,0.6,0.4,0,0,30.5,2.51
2016-06-23,0.58,0.42,0,0,0,1.83
2016-06-24,0,0,0.94,0.06,3.5,2.44
2016-06-25,0,0,0.87,0.13,0,2.93
2016-06-26,0,0,0.94,0.06,0,3.19
2016-06-27,0.98,0,0,0.02,0,2.66
2016-06-28,0,0,0.96,0.04,0,2.17
2016-06-29,0,0,0.69,0.31,0,2.57
2016-06-30,0,0,0.24,0.76,0,3.15
2016-07-01,0,0,0.2,0.8,108.5,2.54
2016-07-02,0,0,0.96,0.04,,2.53
2016-07-03,0,0,0.9,0.1,0,1.47
2016-07-04,0.64,0.36,0,0,29.5,3.53
2016-07-05,0.64,0.36,0,0,100.5,3.39
2016-07-06,0,0,0.96,0.04,,2.17
2016-07-07,0,0,0.87,0.13,0,1.97
2016-07-08,0.67,0,0,0.33,0,1.92
2016-07-09,0,0,0.97,0.03,0,2.73
2016-07-10,0,0,0.98,0.02,0,2.21
2016-07-11,0,0,0.91,0.09,0,1.25
2016-07-12,0.73,0,0,0.27,3,2.66
2016-07-13,0.98,0,0,0.02,0,2.13
2016-07-14,0,0,0.22,0.78,0,2.71
2016-07-15,0.63,0.37,0,0,1.5,2.83
2016-07-16,0.62,0.38,0,0,46.5,3.81
2016-07-17,0,0,0.22,0.78,2.5,2.75
2016-07-18,0,0,0,1,0,2.21
2016-07-19,0.6,0.4,0,0,0,1.51
2016-07-20,0.56,0.44,0,0,0,2.31
2016-07-21,0.58,0.42,0,0,0,2.67
2016-07-22,0.53,0.47,0,0,0,1.82
2016-07-23,0,0,0.98,0.02,0.5,1.66
2016-07-24,0,0,0.2,0.8,0.5,2.52
2016-07-25,0.87,0,0,0.13,0,1.75
2016-07-26,0,0,0.62,0.38,0,2.93
2016-07-27,0,0,0.2,0.8,0.5,3.16
2016-07-28,0.8,0,0,0.2,0,2.3
2016-07-29,0.51,0.49,0,0,59.5,1.88
2016-07-30,0.87,0,0,0.13,0.5,2.14
2016-07-31,0.06,0.94,0,0,0,0.91
2016-08-01,0,0,0.96,0.04,0,2.53
2016-08-02,0.02,0.98,0,0,2,0.77
2016-08-03,0.47,0.53,0,0,0,1.68
2016-08-04,0.36,0.64,0,0,0,1.72
2016-08-05,0.5,0.5,0,0,0,1.8
2016-08-06,0.76,0,0,0.24,0,2.23
2016-08-07,0,0,0,1,0,1.99
2016-08-08,0.27,0,0,0.73,0,3.04
2016-08-09,0.62,0.38,0,0,1,2.35
2016-08-10,0,0,0.89,0.11,0,2.01
2016-08-11,0,0,0,1,0,2.52
2016-08-12,0,0,0.89,0.11,0,2.63
2016-08-13,0,0,0.93,0.07,0,2.73
2016-08-14,0.82,0,0,0.18,0,1.67
2016-08-15,0,0,0.98,0.02,0,2.5
2016-08-16,0.96,0,0,0.04,0.5,2.11
2016-08-17,0.47,0.53,0,0,0,1.89
2016-08-18,0.56,0.44,0,0,0,1.94
2016-08-19,0.51,0.49,0,0,11.5,1.52
2016-08-20,0.61,0.39,0,0,0,1.75
2016-08-21,0.58,0.42,0,0,0,1.99
2016-08-22,0.49,0.51,0,0,0,1.61
2016-08-23,0.67,0.33,0,0,8,2.72
2016-08-24,0.89,0,0,0.11,0,2.13
2016-08-25,0.73,0,0,0.27,4.5,4.02
2016-08-26,0.64,0.36,0,0,20,4.89
2016-08-27,0.62,0.38,0,0,0,3.45
2016-08-28,0.31,0.69,0,0,1.5,3.05
2016-08-29,0.79,0,0,0.21,0,2.82
2016-08-30,0,0,0,1,0,4.22
2016-08-31,0,0,0.82,0.18,17.5,4.04
2016-09-01,0,0,0.22,0.78,0,4.51
2016-09-02,0.64,0.36,0,0,4.5,2.2
2016-09-03,0.64,0.36,0,0,0.5,2.41
2016-09-04,0.58,0.42,0,0,0,1.48
2016-09-05,0,0,0.91,0.09,0,2.13
2016-09-06,0,0,0.94,0.06,0,1.57
2016-09-07,0,0,0.93,0.07,0,2.33
2016-09-08,0,0,0.87,0.13,,1.71
2016-09-09,0.24,0.76,0,0,,1.24
2016-09-10,0.62,0.38,0,0,0,2.01
2016-09-11,0.71,0.29,0,0,0,1.8
2016-09-12,0.62,0.38,0,0,2.5,1.96
2016-09-13,0.64,0.36,0,0,0,1.96
2016-09-14,0.56,0.44,0,0,0,1.58
2016-09-15,0.26,0.74,0,0,0,0.97
2016-09-16,0,0,0.91,0.09,0,1.8
2016-09-17,0.64,0.36,0,0,7,3.21
2016-09-18,0.64,0.36,0,0,0,3.19
2016-09-19,0.62,0.38,0,0,0,3.6
2016-09-20,0.62,0.38,0,0,0,3.19
2016-09-21,0.6,0.4,0,0,0,2.23
2016-09-22,0.6,0.4,0,0,0,2.4
2016-09-23,0.56,0.44,0,0,0,1.59
2016-09-24,0.22,0.78,0,0,0,0.8
2016-09-25,0.18,0.82,0,0,0,0.68
2016-09-26,0.56,0.44,0,0,0,1.49
2016-09-27,0.6,0.4,0,0,13.5,1.36
2016-09-28,0.76,0,0,0.24,0.5,1.81
2016-09-29,0.66,0.34,0,0,,3.23
2016-09-30,0.49,0.51,0,0,0,1.94
2016-10-01,0.53,0.47,0,0,0,1.4
2016-10-02,0.62,0.38,0,0,18.5,3.26
2016-10-03,0.77,0,0,0.23,6.5,2.99
2016-10-04,0.62,0.38,0,0,0,3.29
2016-10-05,0.64,0.36,0,0,0,3.83
2016-10-06,0.71,0,0,0.29,,2.85
2016-10-07,0.64,0.36,0,0,2,2.87
2016-10-08,0,0,0.91,0.09,6,3.43
2016-10-09,0.73,0,0,0.27,0,3.14
2016-10-10,0.73,0,0,0.27,0,1.55
2016-10-11,0.23,0.77,0,0,0,1.17
2016-10-12,0.71,0,0,0.29,0,2.35
2016-10-13,0.76,0,0,0.24,0,1.96
2016-10-14,0.27,0.73,0,0,0,1.37
2016-10-15,0.24,0.76,0,0,0,1.34
2016-10-16,0.64,0.36,0,0,1.5,1.51
2016-10-17,0.73,0,0,0.27,0,3.16
2016-10-18,0.49,0.51,0,0,,1.83
2016-10-19,0.2,0.8,0,0,0,0.78
2016-10-20,0.6,0.4,0,0,0,3.08
2016-10-21,0.56,0.44,0,0,0,3.48
2016-10-22,0.49,0.51,0,0,0,1.86
2016-10-23,0.56,0.44,0,0,2.5,4.2
2016-10-24,0.49,0.51,0,0,0,2.89
2016-10-25,0.6,0.4,0,0,37,2.8
2016-10-26,0.82,0,0,0.18,0,1.98
2016-10-27,0.6,0.4,0,0,,2.08
2016-10-28,0.47,0.53,0,0,0,1.7
2016-10-29,0.84,0,0,0.16,0,3.08
2016-10-30,0.87,0,0,0.13,0,1.73
2016-10-31,0.78,0,0,0.22,0.5,3.22
2016-11-01,0.82,0,0,0.18,0,3.53
2016-11-02,0.09,0.91,0,0,0,0.92
2016-11-03,0.13,0.87,0,0,0,0.76
2016-11-04,0,0,0.2,0.8,0,3.65
2016-11-05,0,0,0.27,0.73,0,2.65
2016-11-06,0.56,0.44,0,0,0,3.64
2016-11-07,0.56,0.44,0,0,5.5,2.59
2016-11-08,0.8,0,0,0.2,0.5,3.68
2016-11-09,0,0,0.96,0.04,0,1.72
2016-11-10,0.56,0.44,0,0,0,2.11
2016-11-11,0,0,0.73,0.27,4,2.79
2016-11-12,0.42,0.58,0,0,0,2.02
2016-11-13,0.57,0.43,0,0,0.5,2.16
2016-11-14,0.61,0.39,0,0,1.5,1.66
2016-11-15,0.8,0,0,0.2,0,3.07
2016-11-16,0.79,0,0,0.21,0,2.27
2016-11-17,0.11,0.89,0,0,0,0.64
2016-11-18,0.56,0.44,0,0,0,2.33
2016-11-19,0,0,0.89,0.11,0,2.63
2016-11-20,0.84,0,0,0.16,0,2.91
2016-11-21,0.62,0.38,0,0,0,2.06
2016-11-22,0.82,0,0,0.18,0,4.1
2016-11-23,0.84,0,0,0.16,0,3.05
2016-11-24,0.8,0,0,0.2,0,2.78
2016-11-25,0.11,0.89,0,0,0,1.05
2016-11-26,0.44,0.56,0,0,1,2.41
2016-11-27,0.36,0.64,0,0,,1.98
2016-11-28,0.87,0,0,0.13,0,2.49
2016-11-29,0.93,0,0,0.07,0,2
2016-11-30,0,0,0.42,0.58,1,1.74
2016-12-01,0.84,0,0,0.16,0,4.33
2016-12-02,0.89,0,0,0.11,0,2.56
2016-12-03,0.13,0.87,0,0,0,0.79
2016-12-04,0.24,0.76,0,0,0,1.38
2016-12-05,0,0,0.9,0.1,1.5,3.85
2016-12-06,0.87,0,0,0.13,0,3.01
2016-12-07,0.44,0.56,0,0,,3.08
2016-12-08,0.4,0.6,0,0,3,2.27
2016-12-09,0.82,0,0,0.18,3,3.81
2016-12-10,0.82,0,0,0.18,0,2.02
2016-12-11,0.19,0.81,0,0,0,1.18
2016-12-12,0.56,0.44,0,0,0,2.25
2016-12-13,0.82,0,0,0.18,0,2.84
2016-12-14,0.87,0,0,0.13,0,2.91
2016-12-15,0.84,0,0,0.16,0,3.53
2016-12-16,0,0,0.91,0.09,0,2.24
2016-12-17,0.38,0.62,0,0,0,2.6
2016-12-18,0.42,0.58,0,0,0,2.11
2016-12-19,0.53,0.47,0,0,0,3.43
2016-12-20,0.11,0.89,0,0,0,0.39
2016-12-21,0.6,0.4,0,0,29,4.4
2016-12-22,0,0,0.82,0.18,23.5,4.07
2016-12-23,0.87,0,0,0.13,0,4.16
2016-12-24,0.16,0.84,0,0,0,1.49
2016-12-25,0.44,0.56,0,0,0,1.98
2016-12-26,0.16,0.84,0,0,0,0.78
2016-12-27,0.82,0,0,0.18,0,3.86
2016-12-28,0,0,0.87,0.13,0,2.45
2016-12-29,0.81,0,0,0.19,,3.27
2016-12-30,0.2,0.8,0,0,0,1.14
2016-12-31,0.31,0.69,0,0,0,1.8
2017-01-01,0.38,0.62,0,0,0,1.9
2017-01-02,0,0,0.87,0.13,0,2.95
2017-01-03,0,0,0.98,0.02,0,2.04
2017-01-04,0.09,0.91,0,0,0,0.71
2017-01-05,0.56,0.44,0,0,0,4
2017-01-06,0.51,0.49,0,0,0,3.61
2017-01-07,0.18,0.82,0,0,0,0.68
2017-01-08,0,0,0.91,0.09,0,3.62
2017-01-09,0.88,0,0,0.12,0,3.45
2017-01-10,0.96,0,0,0.04,0,3.28
2017-01-11,0,0,0.87,0.13,0,2.32
2017-01-12,0.82,0,0,0.18,0,4.06
2017-01-13,0.88,0,0,0.12,,3.67
2017-01-14,0.78,0,0,0.22,0,4.17
2017-01-15,0.87,0,0,0.13,0,2.8
2017-01-16,0.11,0.89,0,0,0,1.04
2017-01-17,0.24,0.76,0,0,0,1.31
2017-01-18,0.97,0,0,0.03,0,1.37
2017-01-19,0,0,0.87,0.13,0,2.66
2017-01-20,0.8,0,0,0.2,2.5,4.2
2017-01-21,0.11,0.89,0,0,,1.04
2017-01-22,0.77,0,0,0.23,0,4.14
2017-01-23,0,0,0.87,0.13,0,2.64
2017-01-24,0.82,0,0,0.18,0,2.39
2017-01-25,0.87,0,0,0.13,0,1.33
2017-01-26,0.24,0.76,0,0,0,1.7
2017-01-27,0.91,0,0,0.09,3,3.28
2017-01-28,0.48,0.52,0,0,0,1.85
2017-01-29,0.54,0.46,0,0,3.5,1.86
2017-01-30,0,0,0.82,0.18,0,3.66
2017-01-31,0.82,0,0,0.18,0,2.04
2017-02-01,0.82,0,0,0.18,0,3.36
2017-02-02,0,0,0.82,0.18,0,2.24
2017-02-03,0,0,0.98,0.02,0,1.79
2017-02-04,0.4,0.6,0,0,0,2.34
2017-02-05,0,0,0.9,0.1,0.5,2.22
2017-02-06,0,0,0.87,0.13,0,3.28
2017-02-07,0.96,0,0,0.04,0,1.81
2017-02-08,0,0,0.89,0.11,0,2.13
2017-02-09,0,0,0.88,0.12,0,3.76
2017-02-10,0,0,0.93,0.07,0,4.11
2017-02-11,0,0,0.84,0.16,0,3.27
2017-02-12,0,0,0.91,0.09,0,2.01
2017-02-13,0.13,0.87,0,0,0,0.73
2017-02-14,0.84,0,0,0.16,0,3.04
2017-02-15,0.18,0.82,0,0,0,0.94
2017-02-16,0.2,0.8,0,0,0,0.96
2017-02-17,0,0,0.89,0.11,4,4.15
2017-02-18,0.81,0,0,0.19,0,3.19
2017-02-19,0.36,0.64,0,0,1,2.51
2017-02-20,0.8,0,0,0.2,0.5,5.25
2017-02-21,0,0,0.87,0.13,0,1.66
2017-02-22,0.59,0.41,0,0,,2.91
2017-02-23,0.84,0,0,0.16,0,4.43
2017-02-24,0,0,0.9,0.1,0,2.15
2017-02-25,0.94,0,0,0.06,0,1.76
2017-02-26,0.8,0,0,0.2,,2.99
2017-02-27,0,0,0.96,0.04,0,1.86
2017-02-28,0,0,0.88,0.12,0,1.76
2017-03-01,0.27,0.73,0,0,5,1.38
2017-03-02,0.8,0,0,0.2,,3.23
2017-03-03,0,0,0.89,0.11,0,2.26
2017-03-04,0.27,0.73,0,0,0,1.27
2017-03-05,0,0,0.98,0.02,0.5,2.06
2017-03-06,0.82,0,0,0.18,0,4.4
2017-03-07,0.82,0,0,0.18,0,4.04
2017-03-08,0,0,0.82,0.18,0,3.02
2017-03-09,0,0,0.9,0.1,0,2.66
2017-03-10,0,0,0.87,0.13,0,2.92
2017-03-11,0,0,0.89,0.11,0,2.28
2017-03-12,0,0,0.84,0.16,0,2.78
2017-03-13,0.87,0,0,0.13,0,2.65
2017-03-14,0.84,0,0,0.16,0,3.69
2017-03-15,0,0,0.88,0.12,0,2.64
2017-03-16,0,0,0.93,0.07,0,2.9
2017-03-17,0,0,0.94,0.06,0,2.41
2017-03-18,0,0,0.88,0.12,0,3
2017-03-19,0.27,0.73,0,0,0,1.15
2017-03-20,0.58,0.42,0,0,0,1.94
2017-03-21,0,0,0.93,0.07,0,2.64
2017-03-22,0.84,0,0,0.16,0,2.82
2017-03-23,0,0,0.8,0.2,0,2.64
2017-03-24,0.4,0.6,0,0,0,2.68
2017-03-25,0.9,0,0,0.1,0,1.81
2017-03-26,0,0,0.96,0.04,0,2.68
2017-03-27,0,0,0.91,0.09,0,2.77
2017-03-28,0,0,0.87,0.13,0,2.34
2017-03-29,0,0,0.89,0.11,0,2.76
2017-03-30,0.98,0,0,0.02,0,1.97
2017-03-31,0.51,0.49,0,0,1.5,2.76
2017-04-01,0.49,0.51,0,0,1,2.92
2017-04-02,0.17,0.83,0,0,0,0.74
2017-04-03,0,0,0.82,0.18,0,2.88
2017-04-04,0,0,0.91,0.09,0,3.28
2017-04-05,0.56,0.44,0,0,37.5,3.36
2017-04-06,0,0,0.44,0.56,3,3.17
2017-04-07,0,0,0.84,0.16,0,2.86
2017-04-08,0,0,0.86,0.14,0.5,2.64
2017-04-09,0.78,0.22,0,0,,3.47
2017-04-10,0.56,0.44,0,0,0,3.64
2017-04-11,0,0,0.93,0.07,0,3.34
2017-04-12,0,0,0.84,0.16,0,3.74
2017-04-13,0,0,0.38,0.62,0,3.65
2017-04-14,0,0,0.38,0.62,6,3.55
2017-04-15,0,0,0.84,0.16,0,2.51
2017-04-16,0.69,0,0,0.31,0,0.93
2017-04-17,0.4,0,0,0.6,5.5,3.02
2017-04-18,0,0,0.76,0.24,7.5,3.32
2017-04-19,0,0,0,1,0,2.94
2017-04-20,0.76,0,0,0.24,0,2.85
2017-04-21,0,0,0,1,0,2.74
2017-04-22,0,0,0.96,0.04,0,3.77
2017-04-23,0,0,0.93,0.07,0,2.68
2017-04-24,0.47,0.53,0,0,0,1.85
2017-04-25,0,0,0.47,0.53,0,3.93
2017-04-26,0.76,0,0,0.24,0,3
2017-04-27,0.73,0,0,0.27,0,2.66
2017-04-28,0,0,0.26,0.74,0,4.04
2017-04-29,0,0,0.33,0.67,0,3.7
2017-04-30,0,0,0.3,0.7,0,3.18
2017-05-01,0,0,0,1,0,2.68
2017-05-02,0,0,0.92,0.08,0,3.29
2017-05-03,0,0,0.98,0.02,0,3.75
2017-05-04,0.98,0,0,0.02,0,2.96
2017-05-05,0,0,0.96,0.04,0,3.26
2017-05-06,0,0,0.58,0.42,0,5.01
2017-05-07,0,0,0.94,0.06,0,3.38
2017-05-08,0,0,0.89,0.11,0,1.96
2017-05-09,0.58,0.42,0,0,2.5,1.8
2017-05-10,0,0,0.91,0.09,2.5,3.22
2017-05-11,0.49,0.51,0,0,0,1.99
2017-05-12,0,0,0.29,0.71,0,2.76
2017-05-13,0,0,0.38,0.62,6,3.74
2017-05-14,0,0,0.89,0.11,0,4.16
2017-05-15,0,0,0.89,0.11,0,2.75
2017-05-16,0,0,0.99,0.01,0,2.17
2017-05-17,0,0,0.93,0.07,0,3
2017-05-18,0,0,0,1,0,2.93
2017-05-19,0,0,0.93,0.07,0,2.54
2017-05-20,0,0,0,1,0,2.54
2017-05-21,0,0,0.98,0.02,0,2.69
2017-05-22,0,0,0,1,0,2.01
2017-05-23,0,0,0.93,0.07,5,2.54
2017-05-24,0.91,0,0,0.09,0,2.41
2017-05-25,0,0,0.93,0.07,0,2.45
2017-05-26,0.76,0,0,0.24,0,3.99
2017-05-27,0,0,0.98,0.02,0,3.24
2017-05-28,0,0,0.42,0.58,0,3.34
2017-05-29,0,0,0.31,0.69,0,3.02
2017-05-30,0,0,0.44,0.56,0,2.69
2017-05-31,0,0,0,1,0,2.4
2017-06-01,0.7,0,0,0.3,0,2.96
2017-06-02,0,0,0.98,0.02,0,3.89
2017-06-03,0,0,0.96,0.04,0,2.93
2017-06-04,0,0,0.93,0.07,0,3.29
2017-06-05,0.6,0.4,0,0,0,1.65
2017-06-06,0.67,0.33,0,0,15.5,2.44
2017-06-07,0.99,0,0,0.01,12.5,3.35
2017-06-08,0,0,0.82,0.18,0,2.75
2017-06-09,0,0,0.56,0.44,0,4.1
2017-06-10,0,0,0.98,0.02,4.5,2.41
2017-06-11,0.33,0.67,0,0,0,1.27
2017-06-12,0.73,0.27,0,0,0,3.04
2017-06-13,0,0,0.87,0.13,0,3
2017-06-14,0,0,0.91,0.09,0,3.7
2017-06-15,0,0,0.33,0.67,0,2.82
2017-06-16,0,0,0.98,0.02,0,2.71
2017-06-17,0,0,0.98,0.02,0,2.45
2017-06-18,0.98,0,0,0.02,0,2.27
2017-06-19,0,0,0.98,0.02,0,1.99
2017-06-20,0,0,0.91,0.09,0,2.72
2017-06-21,0,0,0,1,0,3.19
2017-06-22,0,0,0.96,0.04,0,3.02
2017-06-23,0.99,0,0,0.01,0,2.3
2017-06-24,0.18,0.82,0,0,3.5,0.58
2017-06-25,0.6,0.4,0,0,1.5,2.26
2017-06-26,0.64,0.36,0,0,29,2.26
2017-06-27,0.53,0.47,0,0,0,1.85
2017-06-28,0,0,0.96,0.04,0,2.88
2017-06-29,0.97,0,0,0.03,0,3.09
2017-06-30,0,0,0.93,0.07,0,2.84
2017-07-01,0.71,0,0,0.29,0.5,1.78
2017-07-02,0,0,0.36,0.64,92,2.79
2017-07-03,0,0,0.49,0.51,67.5,4.03
2017-07-04,0,0,0.98,0.02,0.5,2.61
2017-07-05,0.98,0,0,0.02,0,1.85
2017-07-06,0.71,0,0,0.29,34,2.48
2017-07-07,0,0.27,0.73,0,16.5,1.59
2017-07-08,0,0,0.21,0.79,4.5,3.01
2017-07-09,0.67,0.33,0,0,32.5,1.29
2017-07-10,0,0,0.4,0.6,144.5,3.28
2017-07-11,0,0,0.89,0.11,1,2.06
2017-07-12,0,0,0.98,0.02,0,2.8
2017-07-13,0,0,0.98,0.02,0,2.14
2017-07-14,0,0,0,1,0,2.51
2017-07-15,0,0,0.89,0.11,42.5,2.19
2017-07-16,0,0,0.44,0.56,22.5,1.69
2017-07-17,0,0,0.33,0.67,7.5,1.99
2017-07-18,0,0,0.96,0.04,2.5,2.65
2017-07-19,0,0,0.96,0.04,0,2.02
2017-07-20,0,0,0.91,0.09,0,2.38
2017-07-21,0,0,0.27,0.73,0,2.79
2017-07-22,0,0,0.22,0.78,0.5,2.47
2017-07-23,0,0,0.3,0.7,133.5,2.31
2017-07-24,0,0,0.96,0.04,3,1.46
2017-07-25,0.64,0.36,0,0,0,2.8
2017-07-26,0.71,0.29,0,0,0,2.91
2017-07-27,0.51,0.49,0,0,3.5,2.14
2017-07-28,0.49,0.51,0,0,8.5,1.67
2017-07-29,0.62,0.38,0,0,0,2.25
2017-07-30,0.78,0,0,0.22,0,2.64
2017-07-31,0.53,0.47,0,0,3.5,1.47
2017-08-01,0.62,0.38,0,0,2,1.79
2017-08-02,0.51,0.49,0,0,0,1.51
2017-08-03,0,0.38,0.62,0,0,3.18
2017-08-04,0.51,0.49,0,0,0,1.93
2017-08-05,0.67,0.33,0,0,0,1.82
2017-08-06,0.6,0.4,0,0,5,1.87
2017-08-07,0,0,0.96,0.04,0,2.59
2017-08-08,0.67,0,0,0.33,0,2.15
2017-08-09,0.64,0.36,0,0,2.5,2.66
2017-08-10,0.59,0.41,0,0,5.5,2
2017-08-11,0.64,0.36,0,0,0.5,2.44
2017-08-12,0.67,0.33,0,0,0,2.41
2017-08-13,0.64,0.36,0,0,0,2.89
2017-08-14,0.69,0.31,0,0,1.5,3.78
2017-08-15,0.67,0.33,0,0,93.5,4
2017-08-16,0.64,0.36,0,0,2,3.86
2017-08-17,0.64,0.36,0,0,0.5,2.99
2017-08-18,0.47,0.53,0,0,0,1.04
2017-08-19,0.62,0.38,0,0,0,2.24
2017-08-20,0.71,0.29,0,0,124.5,3.38
2017-08-21,0,0,0.31,0.69,5,2.88
2017-08-22,0.99,0,0,0.01,0,2.06
2017-08-23,0,0,0.58,0.42,31.5,4.77
2017-08-24,0,0,0.47,0.53,14,4.78
2017-08-25,0,0,0.96,0.04,0,2.62
2017-08-26,0.69,0,0,0.31,0,2.25
2017-08-27,0.56,0.44,0,0,0,1.7
2017-08-28,0.22,0.78,0,0,9,1.3
2017-08-29,0.49,0,0,0.51,0,3.59
2017-08-30,0.69,0,0,0.31,0,2.05
2017-08-31,0.24,0.76,0,0,0,0.5
2017-09-01,0.63,0.37,0,0,0,2.17
2017-09-02,0.58,0.42,0,0,0,2.2
2017-09-03,0.6,0.4,0,0,0,2.12
2017-09-04,0.61,0.39,0,0,0,1.79
2017-09-05,0.6,0.4,0,0,0,1.93
2017-09-06,0.2,0.8,0,0,2,0.78
2017-09-07,0.76,0,0,0.24,0,1.96
2017-09-08,0,0,0.93,0.07,0,2.46
2017-09-09,0.24,0.76,0,0,0,0.5
2017-09-10,0.58,0.42,0,0,0.5,1.57
2017-09-11,0.56,0.44,0,0,24,2.31
2017-09-12,0,0,0.93,0.07,0,3.09
2017-09-13,0.71,0,0,0.29,0,1.98
2017-09-14,0.76,0.24,0,0,0,2.13
2017-09-15,0.69,0.31,0,0,0,3.61
2017-09-16,0.67,0.33,0,0,0,3.67
2017-09-17,0.56,0.44,0,0,0,2.75
2017-09-18,0,0,0.96,0.04,0,3.21
2017-09-19,0,0,0.44,0.56,8,4.1
2017-09-20,0,0,0.96,0.04,,2.58
2017-09-21,0.56,0.44,0,0,0,1.93
2017-09-22,0.62,0.38,0,0,0,2.08
2017-09-23,0.47,0.53,0,0,0,1.27
2017-09-24,0.67,0.33,0,0,0,1.84
2017-09-25,0.56,0.44,0,0,0,1.63
2017-09-26,0.71,0.29,0,0,0,2.11
2017-09-27,0,0,0.93,0.07,,2.22
2017-09-28,0.71,0,0,0.29,0,3.26
2017-09-29,0,0,0.42,0.58,0,2.73
2017-09-30,0.24,0.76,0,0,0,0.79
2017-10-01,0.67,0.33,0,0,4,2.76
