날짜,북,동,남,서,강수량,풍속
2019-02-18,0.81,0,0,0.19,0,1.5
2019-02-19,0.92,0,0,0.08,3,1.82
2019-02-20,0.91,0,0,0.09,,2.52
2019-02-21,0.89,0,0,0.11,0,1.82
2019-02-22,0.96,0,0,0.04,,1.97
2019-02-23,0.31,0.69,0,0,0,1.19
2019-02-24,0.29,0.71,0,0,0,0.98
2019-02-25,0.96,0,0,0.04,0,2.63
2019-02-26,0.87,0,0,0.13,0,1.88
2019-02-27,0.87,0,0,0.13,0,2.17
2019-02-28,0.89,0,0,0.11,0,2.25
2019-03-01,0.91,0,0,0.09,,2.55
2019-03-02,0.69,0,0,0.31,0,1.18
2019-03-03,0.24,0.76,0,0,0,0.66
2019-03-04,0.89,0,0,0.11,0,2.09
2019-03-05,0.91,0,0,0.09,0,2.13
2019-03-06,0.88,0,0,0.12,0,1.98
2019-03-07,0.89,0,0,0.11,,2.18
2019-03-08,0.96,0,0,0.04,0,2.36
2019-03-09,0.82,0,0,0.18,0,1.45
2019-03-10,0.73,0.27,0,0,0,1.1
2019-03-11,0.84,0,0,0.16,0,2.75
2019-03-12,0.93,0,0,0.07,0,3.38
2019-03-13,0.87,0,0,0.13,0,3.25
2019-03-14,0,0,0.2,0.8,0,2.19
2019-03-15,0.82,0,0,0.18,3.5,1.7
2019-03-16,0.76,0,0,0.24,0,2.33
2019-03-17,0.84,0,0,0.16,0,1.81
2019-03-18,0.78,0,0,0.22,0,1.38
2019-03-19,0.3,0.7,0,0,0,0.9
2019-03-20,0.87,0.13,0,0,16.5,1.44
2019-03-21,0.96,0,0,0.04,3.3,3.75
2019-03-22,0.48,0,0,0.52,0,3.04
2019-03-23,0.82,0,0,0.18,1.7,2.22
2019-03-24,0.91,0,0,0.09,0,2.23
2019-03-25,0,0,0.36,0.64,0,2.54
2019-03-26,0.9,0,0,0.1,0,2.12
2019-03-27,0,0,0.67,0.33,0,2.96
2019-03-28,0.89,0,0,0.11,0,2.85
2019-03-29,0.87,0,0,0.13,0,2.84
2019-03-30,0.89,0,0,0.11,1.8,4.31
2019-03-31,0.88,0,0,0.12,0,3.42
2019-04-01,0.73,0,0,0.27,0,2.06
2019-04-02,0.84,0,0,0.16,0,2.44
2019-04-03,0.96,0,0,0.04,0,2.87
2019-04-04,0,0,0.87,0.13,0,2.78
2019-04-05,0.91,0,0,0.09,0,3.13
2019-04-06,0.4,0.6,0,0,0.8,1.29
2019-04-07,0.66,0,0,0.34,0,2.57
2019-04-08,0.62,0,0,0.38,0,2.94
2019-04-09,0.81,0.19,0,0,17.4,2.44
2019-04-10,0.31,0,0,0.69,5.6,2.14
2019-04-11,0.87,0,0,0.13,0,2.27
2019-04-12,0.82,0,0,0.18,0,1.94
2019-04-13,0.89,0,0,0.11,0,2.48
2019-04-14,0.84,0,0,0.16,1.7,2.72
2019-04-15,0.89,0,0,0.11,0,1.99
2019-04-16,0.33,0.67,0,0,0,1.1
2019-04-17,0.84,0,0,0.16,0,2
2019-04-18,0.82,0,0,0.18,0,2.06
2019-04-19,0.62,0.38,0,0,0,1.61
2019-04-20,0.9,0,0,0.1,1.2,2.36
2019-04-21,0.89,0,0,0.11,0.3,2.28
2019-04-22,0.9,0,0,0.1,0,1.82
2019-04-23,0.89,0,0,0.11,0,1.66
2019-04-24,0.91,0,0,0.09,4.1,2.85
2019-04-25,0.87,0.13,0,0,11.3,2.19
2019-04-26,0.44,0.56,0,0,4.9,1.76
2019-04-27,0.84,0,0,0.16,0,2.38
2019-04-28,0.91,0,0,0.09,0,2.26
2019-04-29,0.31,0.69,0,0,0,0.99
2019-04-30,0.27,0.73,0,0,0,0.67
2019-05-01,0.87,0,0,0.13,0,2.53
2019-05-02,0.91,0,0,0.09,0,2.47
2019-05-03,0.87,0,0,0.13,0,2.27
2019-05-04,0.89,0,0,0.11,0,2.16
2019-05-05,0.84,0,0,0.16,0,3.16
2019-05-06,0.36,0,0,0.64,0,3.98
2019-05-07,0.84,0,0,0.16,0,2.36
2019-05-08,0.96,0,0,0.04,0,2.39
2019-05-09,0.92,0,0,0.08,0,2.52
2019-05-10,0.91,0,0,0.09,0,2.18
2019-05-11,0.89,0,0,0.11,0,2.19
2019-05-12,0.89,0,0,0.11,0,1.92
2019-05-13,0.87,0,0,0.13,0,2.26
2019-05-14,0.91,0,0,0.09,0,1.55
2019-05-15,0.89,0,0,0.11,0,2.34
2019-05-16,0.89,0,0,0.11,0,2.28
2019-05-17,0.9,0,0,0.1,0,1.31
2019-05-18,0,0.49,0.51,0,0,2.35
2019-05-19,0,1,0,0,22,1.38
2019-05-20,0.98,0,0,0.02,8.7,3.54
2019-05-21,0,0,0.18,0.82,0,2.58
2019-05-22,0,0,0.28,0.72,0,3.22
2019-05-23,0.91,0,0,0.09,0,2.25
2019-05-24,0.93,0,0,0.07,0,2.6
2019-05-25,0.84,0,0,0.16,0,1.54
2019-05-26,0.91,0,0,0.09,0,2.7
2019-05-27,0,0.14,0.86,0,7.1,1.63
2019-05-28,0.84,0,0,0.16,,2.8
2019-05-29,0.78,0,0,0.22,0,2.71
2019-05-30,0,0,0.16,0.84,0,3.76
2019-05-31,0.84,0,0,0.16,0,2.95
2019-06-01,0.92,0,0,0.08,0,2.05
2019-06-02,0.88,0,0,0.12,0,2.43
2019-06-03,0.91,0,0,0.09,0,2.48
2019-06-04,0.91,0,0,0.09,0,3.04
2019-06-05,0.82,0,0,0.18,0,2.79
2019-06-06,0.73,0.27,0,0,7.5,1.43
2019-06-07,0.51,0.49,0,0,35.3,1.98
2019-06-08,0.47,0.53,0,0,0,1.32
2019-06-09,0.89,0,0,0.11,2.5,2.46
2019-06-10,0.78,0.22,0,0,9.5,1.74
2019-06-11,0.62,0.38,0,0,0,1.39
2019-06-12,0.84,0,0,0.16,0,2.61
2019-06-13,0.87,0,0,0.13,0,2.02
2019-06-14,0.91,0,0,0.09,0,1.73
2019-06-15,0.6,0,0,0.4,2.1,2.97
2019-06-16,0.44,0.56,0,0,0,1.01
2019-06-17,0.96,0,0,0.04,0,2.09
2019-06-18,0.84,0,0,0.16,13.8,2.11
2019-06-19,0.93,0,0,0.07,0.2,2.24
2019-06-20,0.93,0,0,0.07,0,2.21
2019-06-21,0.9,0,0,0.1,0.2,2.17
2019-06-22,0.67,0.33,0,0,0,1.59
2019-06-23,0.6,0.4,0,0,0,1.31
2019-06-24,0.87,0,0,0.13,0,2.5
2019-06-25,0.98,0,0,0.02,0,2.37
2019-06-26,0.49,0.51,0,0,0,1.09
2019-06-27,0.49,0.51,0,0,1.4,1.28
2019-06-28,0.82,0,0,0.18,0,2.18
2019-06-29,0.53,0.47,0,0,1.5,1.12
2019-06-30,0,0,0.24,0.76,0,2.77
2019-07-01,0.89,0,0,0.11,0,2.75
2019-07-02,0.87,0,0,0.13,0,2.65
2019-07-03,0.96,0,0,0.04,0,2.13
2019-07-04,0.87,0,0,0.13,0,2.56
2019-07-05,0.96,0,0,0.04,0,2.17
2019-07-06,0.89,0.11,0,0,0,1.79
2019-07-07,0.8,0.2,0,0,0,2.4
2019-07-08,0.78,0.22,0,0,0,2.26
2019-07-09,0.71,0.29,0,0,0,1.83
2019-07-10,0.78,0.22,0,0,8.5,2.19
2019-07-11,0.51,0.49,0,0,2.9,1.24
2019-07-12,0.96,0,0,0.04,0,2.28
2019-07-13,0.93,0,0,0.07,0,2.15
2019-07-14,0.96,0,0,0.04,0,1.81
2019-07-15,0.56,0.44,0,0,7.7,0.86
2019-07-16,0.91,0,0,0.09,6.3,1.96
2019-07-17,0.91,0,0,0.09,0.7,1.47
2019-07-18,0.86,0,0,0.14,0,2.09
2019-07-19,0.69,0.31,0,0,0,1.43
2019-07-20,0.93,0.07,0,0,1.1,2.34
2019-07-21,0,0,0.58,0.42,6.2,3.19
2019-07-22,0.93,0,0,0.07,0.1,2.33
2019-07-23,0.93,0,0,0.07,0,2.15
2019-07-24,0,0,0.38,0.62,1,1.57
2019-07-25,0,0,0.27,0.73,9.7,1.94
2019-07-26,0,0,0.31,0.69,60,2.22
2019-07-27,0.51,0.49,0,0,0.6,0.72
2019-07-28,0,0,0.24,0.76,25.6,2.37
2019-07-29,0,0,0.11,0.89,0.5,2.77
2019-07-30,0,0,0.22,0.78,1.2,3.75
2019-07-31,0,0,0.27,0.73,62.3,3.09
2019-08-01,0.92,0,0,0.08,26.9,1.8
2019-08-02,0.9,0,0,0.1,0,1.89
2019-08-03,0.4,0.6,0,0,3,0.93
2019-08-04,0.39,0.61,0,0,8.6,1.08
2019-08-05,0.33,0.67,0,0,0,0.93
2019-08-06,0.62,0.38,0,0,0,1.63
2019-08-07,0,0,0,1,8,1.83
2019-08-08,0.84,0,0,0.16,0,1.88
2019-08-09,0.73,0,0,0.27,0,1.89
2019-08-10,0.98,0.02,0,0,0,1.52
2019-08-11,0.98,0.02,0,0,6.7,2.64
2019-08-12,0,1,0,0,,1.41
2019-08-13,0.93,0,0,0.07,6.5,1.97
2019-08-14,0.83,0.17,0,0,0,1.86
2019-08-15,0.64,0.36,0,0,16.2,1.37
2019-08-16,0.82,0,0,0.18,0.1,2.42
2019-08-17,0.87,0,0,0.13,0,2.59
2019-08-18,0.96,0,0,0.04,0,2.26
2019-08-19,0.51,0.49,0,0,0,1.14
2019-08-20,0.73,0.27,0,0,0,1.11
2019-08-21,0.58,0.42,0,0,1.3,0.79
2019-08-22,0.89,0,0,0.11,0,2.26
2019-08-23,0.78,0,0,0.22,0,2.67
2019-08-24,0.84,0,0,0.16,0,2.2
2019-08-25,0.89,0,0,0.11,0,2.66
2019-08-26,0.38,0.62,0,0,0,0.92
2019-08-27,0.78,0,0,0.22,20,1.42
2019-08-28,0.87,0,0,0.13,0,1.67
2019-08-29,0,0.44,0.56,0,36.9,2.75
2019-08-30,0,0,0.31,0.69,0.2,2.98
2019-08-31,0,0,0.27,0.73,0,2.6
2019-09-01,0.29,0,0,0.71,0,1.51
2019-09-02,0.42,0,0,0.58,0,1.52
2019-09-03,0.07,0,0,0.93,0,2.48
2019-09-04,0.02,0,0,0.98,22.7,2.76
2019-09-05,0.04,0,0,0.96,36.4,2.16
2019-09-06,0.02,0,0,0.98,2.4,2.12
2019-09-07,0.02,0.98,0,0,2.8,5.24
2019-09-08,0,0.57,0.43,0,0,2.88
2019-09-09,0.22,0,0,0.78,0,1.47
2019-09-10,0.02,0,0,0.98,63.2,2.32
2019-09-11,0.04,0.96,0,0,7.6,3.22
2019-09-12,0.04,0.96,0,0,3.9,2.93
2019-09-13,0.03,0,0,0.97,0.1,2.46
2019-09-14,0.56,0,0,0.44,0.3,1.39
2019-09-15,0.2,0,0,0.8,0,1.41
2019-09-16,0.09,0,0,0.91,0,1.89
2019-09-17,0.04,0.96,0,0,0,2.45
2019-09-18,0,0,0.62,0.38,0,3.39
2019-09-19,0.91,0,0,0.09,0,2.9
2019-09-20,0.16,0,0,0.84,0,2.48
2019-09-21,0.11,0,0,0.89,0,1.9
2019-09-22,0.04,0,0,0.96,0.4,3.85
2019-09-23,0,0,0.31,0.69,0,1.83
2019-09-24,0.36,0,0,0.64,0,1.34
2019-09-25,0.42,0,0,0.58,0,1.82
2019-09-26,0.11,0,0,0.89,0,1.66
2019-09-27,0.07,0,0,0.93,0,1.94
2019-09-28,0,0,0.37,0.63,0,1.85
2019-09-29,0,0,0.24,0.76,0,2.33
2019-09-30,0.46,0,0,0.54,0,1.64
2019-10-01,0.49,0,0,0.51,0,1.65
2019-10-02,0.04,0,0,0.96,23.2,3.07
2019-10-03,0.12,0,0,0.88,4.6,2.42
2019-10-04,0.1,0,0,0.9,0,1.72
2019-10-05,0.07,0,0,0.93,0.6,3.64
2019-10-06,0.02,0,0,0.98,0,3.37
2019-10-07,0.09,0,0,0.91,25.4,2.05
2019-10-08,0,0,0.64,0.36,,3.25
2019-10-09,0,0,0.66,0.34,0,2.03
2019-10-10,0.49,0,0,0.51,,1.36
2019-10-11,0.07,0,0,0.93,0,3.36
2019-10-12,0.09,0,0,0.91,0,3.36
2019-10-13,0.02,0.98,0,0,0,2.59
2019-10-14,0,0,0.68,0.32,0,3.14
2019-10-15,0.04,0.96,0,0,0,2.6
2019-10-16,0.48,0,0,0.52,0,1.36
2019-10-17,0.13,0,0,0.87,0,1.8
2019-10-18,0.07,0,0,0.93,0,2.63
2019-10-19,0,0,0.33,0.67,0,2.68
2019-10-20,0.31,0,0,0.69,0,1.25
2019-10-21,0.52,0,0,0.48,0,0.99
2019-10-22,0.69,0.31,0,0,0,2.04
2019-10-23,0.69,0.31,0,0,0,2.51
2019-10-24,0.78,0.22,0,0,0,2.9
2019-10-25,0.96,0,0,0.04,0,3.43
2019-10-26,0.98,0,0,0.02,0,3.06
2019-10-27,0.91,0,0,0.09,0,2.26
2019-10-28,0.57,0.43,0,0,1.7,1.53
2019-10-29,0.89,0,0,0.11,0.1,3.29
2019-10-30,0.89,0,0,0.11,0,2.49
2019-10-31,0.51,0.49,0,0,0,1.86
2019-11-01,0.58,0,0,0.42,,2.51
2019-11-02,0.27,0.73,0,0,0,1.32
2019-11-03,0.73,0.27,0,0,0,3.17
2019-11-04,0.73,0.27,0,0,0,2.5
2019-11-05,0.2,0.8,0,0,0,0.81
2019-11-06,0.91,0,0,0.09,0,2.19
2019-11-07,0.54,0,0,0.46,0,2.75
2019-11-08,0.84,0,0,0.16,0,1.45
2019-11-09,0.91,0,0,0.09,0,2.16
2019-11-10,0.67,0.33,0,0,,1.95
2019-11-11,0,0,0.93,0.07,1.1,2.37
2019-11-12,0.29,0.71,0,0,0,1.43
2019-11-13,0.52,0.48,0,0,7.5,1.67
2019-11-14,0.84,0,0,0.16,0,4.56
2019-11-15,0.6,0.4,0,0,18.8,1.94
2019-11-16,0.36,0.64,0,0,0,1.48
2019-11-17,0.78,0.22,0,0,21.1,3.96
2019-11-18,0.96,0,0,0.04,14.7,3.54
2019-11-19,0.96,0,0,0.04,0,2.97
2019-11-20,0.61,0,0,0.39,0,2.6
2019-11-21,0.31,0.69,0,0,0,1.62
2019-11-22,0.87,0.13,0,0,0,2.39
2019-11-23,0.96,0.04,0,0,0,2.22
2019-11-24,0.38,0.62,0,0,3.8,1.63
2019-11-25,0.63,0,0,0.37,0,2.71
2019-11-26,0.51,0.49,0,0,0,1.42
2019-11-27,0.64,0,0,0.36,0,2.79
2019-11-28,0.89,0,0,0.11,0,1.7
2019-11-29,0.91,0,0,0.09,0,2.69
2019-11-30,0.78,0.22,0,0,0,1.76
2019-12-01,0.33,0.67,0,0,3.3,1.5
2019-12-02,0.58,0,0,0.42,0,3.76
2019-12-03,0.23,0.77,0,0,0.6,1.23
2019-12-04,0.58,0,0,0.42,0,2.01
2019-12-05,0.58,0,0,0.42,0,3.62
2019-12-06,0.44,0,0,0.56,0,1.72
2019-12-07,0.56,0.44,0,0,0.1,2.18
2019-12-08,0.31,0.69,0,0,0,1.56
2019-12-09,0.64,0.36,0,0,0,2.59
2019-12-10,0.43,0.57,0,0,1.7,1.23
2019-12-11,0.89,0,0,0.11,0.2,4.67
2019-12-12,0.56,0,0,0.44,0,2.61
2019-12-13,0.56,0.44,0,0,1,1.74
2019-12-14,0,0,0,1,0,2.81
2019-12-15,0.98,0.02,0,0,0,2.81
2019-12-16,0.78,0.22,0,0,0,2.36
2019-12-17,0.62,0.38,0,0,9.8,1.77
2019-12-18,0.93,0,0,0.07,0,2.9
2019-12-19,0.91,0,0,0.09,0,2.63
2019-12-20,0.67,0,0,0.33,0,2.51
2019-12-21,0.56,0.44,0,0,0.6,1.93
2019-12-22,0.69,0.31,0,0,0.3,2.21
2019-12-23,0.62,0,0,0.38,2.9,2.44
2019-12-24,0.51,0.49,0,0,0,1.62
2019-12-25,0.5,0.5,0,0,0,1.45
2019-12-26,0.89,0,0,0.11,0.3,3.4
2019-12-27,0.18,0,0,0.82,0,1.86
2019-12-28,0.58,0.42,0,0,0,1.76
2019-12-29,0.73,0.27,0,0,1.4,2.88
2019-12-30,0.56,0,0,0.44,0.4,3.77
2019-12-31,0.58,0,0,0.42,0,4.16
2020-01-01,0.54,0.46,0,0,0.1,1.37
2020-01-02,0.88,0,0,0.12,0,2.39
2020-01-03,0.67,0,0,0.33,0,1.59
2020-01-04,0.38,0.62,0,0,0,1.49
2020-01-05,0.62,0,0,0.38,0,1.22
2020-01-06,0.73,0.27,0,0,1.8,3.65
2020-01-07,0.84,0.16,0,0,46.3,4.14
2020-01-08,0.9,0,0,0.1,11.6,3.47
2020-01-09,0.84,0,0,0.16,0,2.35
2020-01-10,0.92,0,0,0.08,0,1.94
2020-01-11,0.34,0.66,0,0,0,1.32
2020-01-12,0.89,0,0,0.11,0,2.56
2020-01-13,0.93,0,0,0.07,0,3.01
2020-01-14,0.58,0,0,0.42,0,1.91
2020-01-15,0.91,0,0,0.09,0,2.02
2020-01-16,0.57,0,0,0.43,0,2.3
2020-01-17,0.73,0,0,0.27,0,1.48
2020-01-18,0.87,0,0,0.13,0,2
2020-01-19,0,0,0,1,0.6,2.35
2020-01-20,0.93,0,0,0.07,0,2.85
2020-01-21,0.31,0.69,0,0,0,1.48
2020-01-22,0.56,0.44,0,0,0,1.47
2020-01-23,0.51,0,0,0.49,0,3.03
2020-01-24,0.56,0,0,0.44,0,2.68
2020-01-25,0.36,0.64,0,0,0,1.37
2020-01-26,0.82,0.18,0,0,0,3.66
2020-01-27,0.76,0.24,0,0,0.1,5.18
2020-01-28,0.42,0.58,0,0,0,2.63
2020-01-29,0.78,0.22,0,0,0,2.42
2020-01-30,0.69,0.31,0,0,0,1.93
2020-01-31,0.91,0,0,0.09,0,3.28
2020-02-01,0.89,0,0,0.11,0,1.87
2020-02-02,0.9,0,0,0.1,0,1.94
2020-02-03,0.58,0,0,0.42,0,3.35
2020-02-04,0.91,0,0,0.09,1.7,3.27
2020-02-05,0.53,0,0,0.47,0,4.18
2020-02-06,0.51,0,0,0.49,0,2.09
2020-02-07,0.53,0,0,0.47,0,2.26
2020-02-08,0.47,0,0,0.53,0,3.09
2020-02-09,0.89,0,0,0.11,0,2.06
2020-02-10,0.54,0,0,0.46,0,2.58
2020-02-11,0.62,0.38,0,0,0,1.6
2020-02-12,0.8,0.2,0,0,6.7,2.93
2020-02-13,0.89,0,0,0.11,0,1.75
2020-02-14,0.84,0,0,0.16,0,1.07
2020-02-15,0.76,0.24,0,0,2,3.25
2020-02-16,0.89,0,0,0.11,13.4,4.32
2020-02-17,0.49,0,0,0.51,1,3.8
2020-02-18,0.87,0,0,0.13,0,1.98
2020-02-19,0.6,0.4,0,0,0,1.9
2020-02-20,0.33,0.67,0,0,0,1.51
2020-02-21,0.58,0.42,0,0,4.2,1.86
2020-02-22,0.93,0,0,0.07,3.1,4.21
2020-02-23,0.89,0,0,0.11,0,2.55
2020-02-24,0.53,0.47,0,0,0,1.68
2020-02-25,0.78,0.22,0,0,16.6,4.42
2020-02-26,0.58,0.42,0,0,0,1.73
2020-02-27,0.73,0.27,0,0,0,2
2020-02-28,0.52,0.48,0,0,3.9,1.45
2020-02-29,0.91,0,0,0.09,0.5,2.05
2020-03-01,0.92,0,0,0.08,0.2,3.13
2020-03-02,0.91,0,0,0.09,0,2.78
2020-03-03,0.91,0,0,0.09,0,3.16
2020-03-04,0.89,0,0,0.11,0,3.55
2020-03-05,0.91,0,0,0.09,0,2.54
2020-03-06,0.4,0.6,0,0,0,1.56
2020-03-07,0.82,0.18,0,0,0,2.09
2020-03-08,0.74,0,0,0.26,0,1.99
2020-03-09,0.91,0,0,0.09,0,1.82
2020-03-10,0.67,0,0,0.33,11.8,2.78
2020-03-11,0.91,0,0,0.09,0,3.76
2020-03-12,0.54,0.46,0,0,0,1.87
2020-03-13,0.56,0,0,0.44,0.5,3.9
2020-03-14,0,0,0,1,0,2.78
2020-03-15,0.84,0,0,0.16,0,2.82
2020-03-16,0.96,0,0,0.04,0,3.21
2020-03-17,0,0,0.31,0.69,0,2.4
2020-03-18,0,0,0.73,0.27,,1.79
2020-03-19,0.98,0,0,0.02,0,4.9
2020-03-20,0,0,0.48,0.52,0,4
2020-03-21,0.89,0,0,0.11,0,2.78
2020-03-22,0.93,0,0,0.07,0,3.34
2020-03-23,0.84,0,0,0.16,0,2.58
2020-03-24,0.84,0,0,0.16,0,2.61
2020-03-25,0.38,0.62,0,0,0,1.59
2020-03-26,0.67,0.33,0,0,1.8,1.86
2020-03-27,0.62,0,0,0.38,2,3.79
2020-03-28,0.62,0,0,0.38,0,3.32
2020-03-29,0.92,0,0,0.08,0,2.15
2020-03-30,0.91,0,0,0.09,0,2.7
2020-03-31,0.8,0,0,0.2,0,2.1
2020-04-01,0.59,0,0,0.41,0,3.69
2020-04-02,0.89,0,0,0.11,0,3.17
2020-04-03,0.89,0,0,0.11,0,4.04
2020-04-04,0.57,0,0,0.43,0,4.82
2020-04-05,0.63,0,0,0.37,0,3.42
2020-04-06,0.93,0,0,0.07,0,2.86
2020-04-07,0.87,0,0,0.13,0,2.97
2020-04-08,0.6,0,0,0.4,0,3.38
2020-04-09,0.87,0,0,0.13,0,2.94
2020-04-10,0.7,0,0,0.3,0,2.6
2020-04-11,0.78,0,0,0.22,0,2.82
2020-04-12,0.89,0.11,0,0,0,5.04
2020-04-13,0.53,0.47,0,0,0,3.28
2020-04-14,0.76,0,0,0.24,0,2.59
2020-04-15,0.78,0,0,0.22,0,2.79
2020-04-16,0.93,0.07,0,0,0,3.13
2020-04-17,0,0.07,0.93,0,6.5,2.34
2020-04-18,0.47,0,0,0.53,,2.82
2020-04-19,0.88,0.12,0,0,10.3,3.25
2020-04-20,0.84,0,0,0.16,0.1,3.76
2020-04-21,0.67,0,0,0.33,,4.97
2020-04-22,0.76,0,0,0.24,0,4.21
2020-04-23,0.71,0,0,0.29,,3.78
2020-04-24,0.7,0,0,0.3,0,2.75
2020-04-25,0,0,0.49,0.51,0,4.05
2020-04-26,0.69,0,0,0.31,0,3.17
2020-04-27,0.73,0,0,0.27,0,2.97
2020-04-28,0,0,0.82,0.18,0,3.46
2020-04-29,0.69,0,0,0.31,0,2.97
2020-04-30,0.82,0,0,0.18,0,3.27
2020-05-01,0.81,0,0,0.19,0,2.7
2020-05-02,0.71,0,0,0.29,,3.33
2020-05-03,0.99,0.01,0,0,0,2
2020-05-04,0.73,0,0,0.27,0,2.84
2020-05-05,0.67,0,0,0.33,,1.55
2020-05-06,0.56,0.44,0,0,0,1.59
2020-05-07,0,0.02,0.98,0,0,2.91
2020-05-08,0,0.76,0.24,0,2.3,2.51
2020-05-09,0,0.02,0.98,0,24.4,4.53
2020-05-10,0,0,0.56,0.44,1.3,2.81
2020-05-11,0,0,0.69,0.31,3.4,2.73
2020-05-12,0.67,0,0,0.33,0.7,2.52
2020-05-13,0.68,0,0,0.32,0,2.34
2020-05-14,0,1,0,0,0,1.76
2020-05-15,0.99,0.01,0,0,12,3.46
2020-05-16,0.76,0,0,0.24,2.5,2.01
2020-05-17,0.64,0,0,0.36,,2.02
2020-05-18,0,0.06,0.94,0,29.8,1.4
2020-05-19,0.58,0.42,0,0,19,3.75
2020-05-20,0.84,0.16,0,0,0,1.95
2020-05-21,0.91,0.09,0,0,0,2.46
2020-05-22,0.67,0,0,0.33,0,2.52
2020-05-23,0.67,0,0,0.33,0,2.66
2020-05-24,0.72,0,0,0.28,14.5,3.15
2020-05-25,0.69,0,0,0.31,0,2.43
2020-05-26,0.76,0,0,0.24,1.5,2.12
2020-05-27,0.72,0,0,0.28,,3.46
2020-05-28,0.42,0,0,0.58,0,2.02
2020-05-29,0.71,0,0,0.29,0,2.42
2020-05-30,0.71,0,0,0.29,0,2.46
2020-05-31,0.73,0,0,0.27,1,2.62
2020-06-01,0.76,0,0,0.24,0.1,3.33
2020-06-02,0.76,0,0,0.24,2,2.28
2020-06-03,0.71,0,0,0.29,0,2.87
2020-06-04,0.71,0,0,0.29,0.2,2.78
2020-06-05,0.68,0,0,0.32,0,2.03
2020-06-06,0.71,0,0,0.29,0,2.39
2020-06-07,0.69,0,0,0.31,0,2.41
2020-06-08,0.71,0,0,0.29,0,3.14
2020-06-09,0.73,0,0,0.27,0,2.34
2020-06-10,0.78,0,0,0.22,6.2,1.79
2020-06-11,0.73,0,0,0.27,0,2.98
2020-06-12,0.74,0,0,0.26,0,1.86
2020-06-13,0.69,0,0,0.31,0,2.6
2020-06-14,0.72,0,0,0.28,1.1,3.39
2020-06-15,0,0,0.91,0.09,0,3.18
2020-06-16,0.71,0,0,0.29,0,2.37
2020-06-17,0.69,0,0,0.31,0,2.23
2020-06-18,0.63,0,0,0.37,0,1.8
2020-06-19,0.91,0.09,0,0,0.1,1.91
2020-06-20,0.64,0,0,0.36,0,2.67
2020-06-21,0.63,0,0,0.37,0,2.26
2020-06-22,0.78,0,0,0.22,0,2.68
2020-06-23,0,0,0.92,0.08,0,2.18
2020-06-24,0.56,0.44,0,0,37.6,2.42
2020-06-25,0,0,0.04,0.96,13.3,2.62
2020-06-26,0,0,0.4,0.6,2.1,3.64
2020-06-27,0,0,0.91,0.09,0,2.57
2020-06-28,0.8,0,0,0.2,0,2.45
2020-06-29,0.56,0.44,0,0,11.9,2.94
2020-06-30,0.58,0.42,0,0,64.7,4.53
